"state","gun_type","notes","n_killed","n_injured"
"Massachusetts","Unknown","approx. 10:45 am, 1 shot in knee, 1 in hand",0,2
"Missouri","Unknown","Shooting reported ~9:40 PM; no victim located.",0,0
"New Hampshire","Handgun",NA,0,0
"Florida","Unknown",NA,1,0
"Iowa","Unknown","Victim shot in chest/arm.",0,1
"Texas","Handgun",NA,0,1
"Texas","Unknown","Incident started in the Spring area near I-45 and Airtex as traffic stop; suspects drove toward officers, causing injuries.",1,0
"Oregon","Unknown","Unclear if self inflicted or or foul play",1,0
"Ohio","Unknown","two men were arguing when one shot the other in the leg",0,1
"Oklahoma","Auto","Two victims found fatally shot at apartment complex; unclear whether deaths are related.",2,0
"Texas","Unknown",NA,0,0
"Pennsylvania","Unknown","approx 10:40 pm, vic shot in neck",0,1
"South Carolina","Unknown",NA,0,2
"Ohio","Unknown","Man late on payments repeatedly threatened to kill rental cntr employees. Drove to store, brandished gun, shot employee recording license plate #",0,1
"Florida","Unknown",NA,0,0
"Illinois","Unknown","approx 5 PM, shot in abdomen, died at hosp",1,0
"California","Unknown","6:40 pm; 3 vics in confrontation with shooter(s) ; uncooperative",0,3
"Louisiana","Unknown","Vic's body was found in mother's backyard.",1,0
"California","Unknown","9:09 pm",1,0
"Connecticut","Unknown","possible bb gun",0,0
"Missouri","Unknown","self inflict gunshot",1,0
"Pennsylvania","Unknown","approx. 12:30 am, 3-4 shots fired into occupied residence",0,0
"New York","Unknown","Blood and bullet casings found at addy; no victim; bldg next door at 301 14th also struck by bullets. 17 casings recovered.",0,0
"Massachusetts","Unknown",NA,1,0
"Michigan","Unknown","6:00 p.m.",2,0
"Colorado","Handgun","Man shot; nearby school placed on lockdown; auto shop employee shot by irate customer.",0,1
"California","22 LR","traffic stop led to weapons arrest",0,0
"Missouri","Unknown","approx. 6:20 am;
38.663587, -90.257528 ;",1,0
"Alabama","Unknown",NA,0,1
"California","Unknown","parole violation arrest led to weapons charges",0,0
"Illinois","Handgun","Burglar stole handgun, other items; in custody, gun recovered",0,0
"New Jersey","Unknown","approx. 1:40 am, verbal altercation preceded shots fired to vic's head, domestic dispute",0,1
"Illinois","Unknown","Shot after argument, abdomen, buttocks; stable; suspect in custody",0,1
"New Mexico","Unknown",NA,1,0
"Florida","Unknown",NA,0,0
"Tennessee","Unknown","shot around 9:30 a.m. outside of Boyd Hall on Alameda Street.",0,1
"New Jersey","Unknown","approx. 6:50 pm, vic shot in left leg",0,1
"New Jersey","Unknown","approx. 8:10 pm, 1 shot in legs and abdomen, 1 shot in ankle",0,2
"North Carolina","Unknown","11:58 p.m., parking lot",2,0
"Alabama","Unknown","male victim shot in vehicle that was hit by train",1,0
"Florida","Handgun","11:30am shot man pumping gas , necklace stolen",0,1
"Louisiana","Unknown","approx 11:30 pm",0,3
"South Carolina","Unknown",NA,0,0
"Iowa","Unknown",NA,0,0
"Florida","Unknown","Unclear date; blotter",0,0
"Florida","Unknown","unclear date; blotter",0,0
"Florida","Unknown","gun found in backpack at sober house; unclear date; blotter",0,0
"Illinois","Unknown","Man says he was shot twice, arm, at 12600 South Ashland, Calumet Park, but no scene found there; stable;",0,1
"Alabama","Unknown",NA,1,0
"Massachusetts","Handgun",NA,0,0
"Indiana","Unknown","Woman shot multiple times, husband sought; SW of intersection/ SR 136 and SR 267, 5 a.m. 2 children in home;",0,1
"Ohio","Unknown","3 Taco Bell employees shot/killed 1 armed robber, 2nd suspect got away.",1,0
"Iowa","Unknown",NA,0,1
"Illinois","Unknown","Multiple shots fired;",0,0
"Oklahoma","Handgun","open fire in neighborhood, peaceful surrender",0,0
"Illinois","Unknown","10:15 am; shot female then self",1,1
"California","Unknown","vic shot by neighbor in upper body 6:50pm",0,1
"Iowa","Unknown",NA,1,0
"Maryland","Unknown","Prince Georges Co",0,1
"North Carolina","Unknown","Victim pistol-whipped during carjacking.",0,1
"Connecticut","Unknown","Shot in parking lot; foot",0,1
"Florida","Unknown","suspect shot his wife and Uber driver",0,2
"Massachusetts","Unknown","11:33 PM",0,0
"Illinois","Unknown","1 serious; 2 men, woman, good; approx 5:30 PM",0,4
"Ohio","Unknown","broke into ex home, 3 suspects shot by homeowner",0,3
"Texas","Unknown",NA,1,0
"South Dakota","Unknown","Suspect broke into victim's home, then kidnapped and sexually assaulted her.",0,0
"Maryland","Handgun",NA,0,0
"Maryland","Handgun",NA,0,0
"Maryland","Handgun",NA,0,0
"Illinois","Unknown","shot in leg, approx 7:15 PM",0,1
"Massachusetts","22 LR",NA,0,0
"Ohio","22 LR","suspect was shooting squirrels when he hit his neighbor's home, penetrating 3 walls",0,0
"Ohio","Unknown","mom allegedly cocked gun in school parking lot at pick up the day after her 12 yo student had a fight with another student; permit to carry",0,0
"Illinois","Unknown","Man hit, threatened and shot in leg by unknown masked assailant, nothing taken; stable;",0,1
"Massachusetts","Unknown",NA,0,0
"Tennessee","Unknown","at Democrat Road, motel clerk pistol-whipped during robbery",0,1
"Alabama","Unknown",NA,0,2
"Massachusetts","Unknown",NA,0,0
"Tennessee","Unknown","unsupervised toddler shot in area with unsecured firearm",0,1
"California","Unknown","man and woman sitting in a car shot 10:50pm",0,2
"Massachusetts","Unknown","11:15pm",1,0
"Nebraska","Unknown","Husband shot wife in parking lot; multiple schools locked down",1,0
"Massachusetts","Unknown","approx 9:15 PM",0,1
"Illinois","Unknown","Left knee; good;",0,1
"Florida","Unknown","pw during hi, 2 other suspects with knife and poss unarmed",0,1
"Iowa","Handgun","pistol fired from vehicle",0,0
"Arizona","Unknown","Shot estranged wife and PO she was in car with; suicide at standoff. 4schools on lockdown",1,2
"New York","Unknown","Called LEO for help, stayed on rear deck armed w/rifle; standoff; eventually disarmed.",0,0
"Oregon","Unknown","Home hit 30 times, but not intended target",0,0
"Oklahoma","Unknown",NA,0,1
"Minnesota","Unknown","9:15 PM; ~5 shots heard.",0,0
"Minnesota","Unknown","Guns stolen by unknown intruder.",0,0
"Kentucky","Handgun",NA,0,1
"Alabama","Handgun","Son fatally shot mother in home, arrest in OIS shootout in MI",1,0
"New York","Unknown","man with knife and realistic BB gun, 1st OIS on body cam",1,0
"Maryland","Unknown",NA,1,1
"South Dakota","Handgun","Suspect fled during drug bust arrest; tossed handgun. Grandview Elementary on lockdown. 2 others in apartment arrested",0,0
"Florida","Handgun",NA,0,0
"South Carolina","Unknown","2yo found loaded gun, shot/killed self. Child's father then shot self from grief",2,0
"California","Shotgun","rent shotgun, ammo, self inflict gun shot at shooting range",1,0
"North Dakota","Shotgun","Incident date approximate.",0,0
"New Hampshire","Unknown",NA,0,0
"Pennsylvania","Unknown","approx. 10 pm, multiple gun shot wounds",0,1
"Louisiana","Handgun","convicted felon",0,0
"Illinois","Unknown","Man shot, leg, playing basketball near park;",0,1
"Iowa","Rifle","Suspect put Ruger Mini-14 .223 Caliber long rifle at sporting goods store down pants, walked out; sought;",0,0
"California","Unknown","subj pulled up next to vic and shot him from silver 4 door sedan",0,1
"California","Unknown","vic in altercation with 3-4 males, one armed",0,1
"California","Unknown","vics pistol whipped during armed robbery",0,2
"Indiana","Unknown","poss shots fired, CCP holder questioned",0,0
"Texas","Unknown","vic walking up a driveway;",0,1
"Wisconsin","Unknown",NA,0,1
"Michigan","Unknown",NA,0,2
"New Jersey","Unknown","39.822801, -75.162256 ;",0,0
"North Carolina","Unknown",NA,0,0
"Maryland","Unknown","5:20 a.m.",1,0
"Kansas","Handgun","suicidal suspect with handgun, barricade, peaceful surrender",0,0
"California","Unknown","1013pm",0,1
"Alabama","Unknown",NA,0,1
"Connecticut","Unknown","2 suspects with guns entered home; stole rent money. No shots fired, no inj",0,0
"California","Unknown","approx 6:30 AM, CHP shooting downtown",1,0
"Mississippi","Unknown",NA,1,0
"Arkansas","Unknown",NA,0,1
"Mississippi","Unknown",NA,0,1
"District of Columbia","Handgun",NA,0,0
"District of Columbia","Handgun",NA,0,0
"Missouri","Unknown","~5 PM; juvenile shot in hip.;
38.663029, -90.277076 ;",0,1
"Ohio","Unknown",NA,0,1
"Missouri","Unknown","~4:17 PM;
38.713138, -90.255039 ;",0,1
"North Carolina","Unknown",NA,1,0
"Illinois","Unknown","Shot, calf, while walking at 7:30 am; good;",0,1
"Illinois","Unknown","Killed during a fight;",1,0
"Illinois","Unknown","Man on porch shot, head, 9:45 pm",1,0
"Indiana","Unknown","Victim set fire to home, business, committed suicide;",1,0
"Ohio","Unknown","LME street gang member arrested in bust, stolen gun, felon with firearm",0,0
"Arkansas","Unknown","also conducted a search at Brookland Storage, 9447 Highway 49 North",0,0
"Iowa","Handgun","Handguns confiscated in raid.;
43.340266, -92.677208 ;",0,0
"Alabama","Unknown",NA,1,0
"Missouri","Unknown","~7:30 AM, near Calvary Cemetery;
38.700586, -90.246847 ;",1,0
"New Jersey","Handgun","police recovered heroin and loaded Glock 9 mm during bust",0,0
"Mississippi","Unknown","victim caught in crossfire walking with friends",1,0
"Alabama","Unknown","Son shot mother in the head during argument, buried her beneath porch. Victim reported missing in June",1,0
"New York","Handgun","Shots fired; NYPD gave chase; suspect car crashed into another LEO cruiser; 2 LEO inj; illegal handgun found in car.",0,0
"Minnesota","Unknown","10:46 PM",0,0
"Missouri","Unknown","shots fired from vehicle, approx 1:15 AM",0,0
"Colorado","Unknown",NA,0,0
"California","Unknown",NA,1,0
"Missouri","Unknown","shots fired overnight 9/5-9/6",0,0
"Maryland","Handgun","drugs, gun seized",0,0
"Maryland","Handgun","drugs, 2 handgun incl 1 stolen",0,0
"California","Unknown","vic pepper sprayed to stop robbery and was shot",0,1
"Arizona","Unknown","business targeted specifically",0,0
"West Virginia","Handgun","shots fired at man at business, handgun",0,0
"Georgia","Handgun","38 special stolen from car",0,0
"Tennessee","Unknown","North Memphis, man shot during robbery attempt",0,1
"Louisiana","Unknown",NA,0,0
"Kentucky","Unknown",NA,0,1
"Florida","Unknown",NA,0,3
"Louisiana","Handgun","Stolen Glock",0,1
"Nevada","Unknown",NA,1,0
"Missouri","Unknown","Gun recovered from vehicle following report of threatening.",0,0
"California","Handgun","traffic stop leads to weapons arrest (I 5 on ramp)",0,0
"Illinois","Unknown","Man shoots attacker in domestic related break-in; attacker held; resident charged w/ possession. felon;",0,1
"Maryland","Unknown","9:20 p.m.",0,2
"Nevada","Unknown",NA,0,0
"Michigan","Unknown","1:50 p.m.",0,1
"Ohio","Unknown","Victim slashed in face by female attacker fires gun, wounds attacker; in custody; pink camo handgun recovered;",0,1
"Ohio","Unknown",NA,0,3
"Ohio","Unknown","Warrant drug bust finds fentanyl, marijuana, crystal meth, 3 guns, cash;",0,0
"South Dakota","Unknown","AR at a business; suspect fired a shot. No inj.",0,0
"Michigan","Unknown","10:30 p.m.",0,1
"Oklahoma","Unknown","Shot in parking lot out back of store, drug deal gone wrong",1,0
"Massachusetts","22 LR","Drug investigation; handgun, ammo, heroin seized. 1st suspect arrested at apt.; 2nd arrested 11/24 at PD when attempting to recover items seized in raid",0,0
"Louisiana","Handgun","2nd vic died 9/9/17; suspect arrested and found in possession of .40 9/14.",2,0
"Wisconsin","Unknown","7:30 p.m.",0,1
"Missouri","Unknown","~9:15 PM",1,1
"Oklahoma","Unknown","Near SW 89th and Pennsylvania Ave. Man in yard near playing children yelled at speeding car to slow down; s/one in car shot him; died 07/14",1,0
"California","Handgun","11 am suspect wanted for double homicide in a fire related death 9/1 Janrick Ave",1,2
"New Mexico","Unknown",NA,0,1
"Georgia","Unknown","bullet lodge in vehicle headrest",0,0
"Ohio","Auto","drugs and .45 in possession of a felon",0,0
"Mississippi","Handgun","poss SD, no init charges",0,1
"Massachusetts","Unknown","Police patrolman assaulted his wife, pointed his gun at her head when she tried to leave. Resigned from force to avoid termination.",0,0
"Ohio","Handgun","approx. 3 am, handgun stolen from vehicle",0,0
"Oklahoma","Handgun","threat neighbor with stick, gun, fired shot into ground over music",0,0
"North Carolina","Unknown","impersonating officer",0,0
"Washington","Unknown","Attempted carjacking; victim had own gun, exchanged fire. Suspect inj.",0,1
"New York","Unknown","Fake gun used to PW employee at exGF's job, brandished gun at exgf, who assaulted suspect upon realizing gun was fake.",0,1
"Arizona","Unknown",NA,0,1
"Ohio","Unknown","Man shot, killed, by person known to him and his family; in custody;",1,0
"Virginia","Unknown","man dead and another shot drove himself to police department",1,1
"California","Unknown","8:46 pm",1,0
"Indiana","Unknown","Man found killed in roadway in front of his house; probable robbery",1,0
"California","Shotgun","2 vic shot by neighbor over property line dispute",0,2
"Oklahoma","Unknown","~6:20 AM; graze wound to back.",0,1
"Illinois","Unknown","Man pulled from vehicle along w/ passenger, shot in leg; walk-up by 2; stable;",0,1
"Wisconsin","Unknown",NA,1,1
"Wisconsin","Unknown","fired shot in parking lot, no apparent inj",0,0
"Illinois","Unknown","Victim shot, leg, when 2 walk-up shooters fire at him; stable;",0,1
"Ohio","Unknown","approx. 11:30 pm, boyfriend fired shots into girlfriend's car as she tried to drive away during argument;
41.402389, -81.822794 ;
RELOAD 1",0,0
"Illinois","Unknown","Woman sitting in car shot, head, critical;",0,1
"California","Unknown","midnight",1,1
"South Carolina","Unknown",NA,0,0
"Missouri","Handgun","hi, rob at gunpoint incl money and pills",0,0
"Illinois","Unknown","Man grazed, thigh, possessed marijuana, arrested; empty gun case found;",0,1
"Missouri","Unknown","38.652501, -90.261856 ;",0,1
"Illinois","Unknown","3 victims found shot multiple times, after house party;
41.557246, -88.252019 ;",3,0
"New Jersey","Unknown",NA,0,0
"North Carolina","Unknown",NA,0,1
"California","Unknown","7 am man with knife slashing tires; subj shot by police; ofc inj were result of friendly fire",0,3
"Mississippi","Unknown",NA,0,0
"District of Columbia","Handgun",NA,0,0
"California","Unknown","11 p.m. -11:30 p.m; 2nd vic 100 block of E. Anaheim St; 3rd vic Magnolia Ave and 25th St; 4th Pacific Coast Hwy and Atlantic Ave",0,4
"District of Columbia","Handgun",NA,0,0
"District of Columbia","Handgun",NA,0,0
"South Carolina","Unknown",NA,1,0
"Connecticut","Unknown","10:44 PM",0,0
"Connecticut","Unknown","9:44 PM",0,0
"Delaware","Unknown","4:30 p.m., vic shot, died at hosp, led to OIS standoff",1,0
"New Jersey","AR-15","drugs, AR15, approx date",0,0
"Illinois","Unknown",NA,1,0
"Indiana","Unknown","Ankle;",0,1
"Florida","Unknown",NA,0,1
"Indiana","Unknown",NA,1,0
"Indiana","Unknown","4 y/o shoots self, abdomen, w/ gun found in a home; stable;",0,1
"Nebraska","Unknown","~9:30 PM",0,1
"Kansas","Unknown","shot by man in vehicle",0,2
"Florida","Unknown","shot out tires of his stolen car",0,0
"Virginia","Shotgun","Pittsylvania Co, 6 guns incl 4 semiauto rifles, bolt action rifle, pump action shotgun",0,0
"Pennsylvania","Unknown","approx. 12:00 am, concealed firearm with altered serial number found during traffic stop",0,0
"California","Unknown","man grazed with bullet in armed robbery in driveway; believed to be connected to four other similar crimes where a gun was used in 3/4 but no inj",0,1
"North Carolina","Unknown",NA,0,1
"Alabama","Unknown",NA,0,0
"Maryland","Handgun","student with loaded handgun",0,0
"Alabama","Unknown",NA,0,2
"California","Unknown","approx 11 PM",1,0
"Pennsylvania","Unknown","Shot in right hip",0,1
"Michigan","Unknown","6:40 p.m.",0,1
"Connecticut","Auto","Glock 22 .45 caliber semi-automatic pistol",0,0
"Louisiana","Unknown","Drivers pulled over at Speed Racer gas station, 8020 Downman Road;",0,0
"New York","Unknown","shot in leg",0,1
"Florida","Unknown",NA,0,0
"District of Columbia","Handgun",NA,0,0
"California","Unknown","bench warrant issued for weapon possession by a felon",0,0
"Kentucky","Unknown",NA,0,1
"Massachusetts","Unknown",NA,0,0
"Oklahoma","Unknown",NA,0,1
"California","Unknown","11:15 traffic stop",0,0
"Michigan","Unknown","1:10 a.m.",1,0
"South Carolina","AR-15","AR-15 had been stolen from a car in Lamar area. 4 homes shot up overnight 09/07-08",0,0
